id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n
UFot0hit/,/soccer/germany/bundesliga-2011-2012/dortmund-hamburger-UFot0hit/,TRUE,2011-08-05,D1,2012,germany,Borussia Dortmund,Hamburg SV,3,1,1.56,4.41,7.42,NA,NA,NA,NA
Aw5DflLH/,/soccer/germany/bundesliga-2011-2012/augsburg-freiburg-Aw5DflLH/,TRUE,2011-08-06,D1,2012,germany,FC Augsburg,SC Freiburg,2,2,2.36,3.6,3.4,NA,NA,NA,NA
bkjpaC6n/,/soccer/germany/bundesliga-2011-2012/werder-bremen-kaiserslautern-bkjpaC6n/,TRUE,2011-08-06,D1,2012,germany,Werder Bremen,Kaiserslautern,2,0,1.83,4.2,4.8,NA,NA,NA,NA
CzPV312a/,/soccer/france/ligue-1-2011-2012/paris-sg-lorient-CzPV312a/,TRUE,2011-08-06,F1,2012,france,Paris Saint-Germain,Lorient,0,1,1.55,4.5,9.4,NA,NA,NA,NA
GUOdmtII/,/soccer/france/ligue-1-2011-2012/caen-valenciennes-GUOdmtII/,TRUE,2011-08-06,F1,2012,france,Caen,Valenciennes,1,0,2.5,3.4,3.45,NA,NA,NA,NA
lOpzwMkp/,/soccer/germany/bundesliga-2011-2012/hertha-berlin-nurnberg-lOpzwMkp/,TRUE,2011-08-06,D1,2012,germany,Hertha Berlin,Nurnberg,0,1,2.06,3.75,3.95,NA,NA,NA,NA
M7PhlM2C/,/soccer/france/ligue-1-2011-2012/brest-evian-tg-M7PhlM2C/,TRUE,2011-08-06,F1,2012,france,Brest,Evian Thonon Gaillard,2,2,2.29,3.25,3.85,NA,NA,NA,NA
QuWqjrYa/,/soccer/france/ligue-1-2011-2012/ac-ajaccio-toulouse-QuWqjrYa/,TRUE,2011-08-06,F1,2012,france,AC Ajaccio,Toulouse,0,2,2.8,3.1,3.05,NA,NA,NA,NA
UBZQ4smg/,/soccer/france/ligue-1-2011-2012/nice-lyon-UBZQ4smg/,TRUE,2011-08-06,F1,2012,france,Nice,Lyon,1,3,4.5,3.55,2,NA,NA,NA,NA
Wn69eU5B/,/soccer/germany/bundesliga-2011-2012/koln-wolfsburg-Wn69eU5B/,TRUE,2011-08-06,D1,2012,germany,FC Cologne,VfL Wolfsburg,0,3,3,3.8,2.54,NA,NA,NA,NA
